workerid,proliferate.condition,condition,form,lexeme,name,region,response_correct,rt,trial_id,trial_no,word_idx,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
125,all,congruent_male,weatherman,meteorologist,Nicholas,critical,1,244,meteorologist_congruent_male,10,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,from,meteorologist,Nicholas,none,1,196,meteorologist_congruent_male,10,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Ohio.,meteorologist,Nicholas,none,1,268,meteorologist_congruent_male,10,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,He,meteorologist,Nicholas,none,1,268,meteorologist_congruent_male,10,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,likes,meteorologist,Nicholas,none,1,228,meteorologist_congruent_male,10,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,cooking.,meteorologist,Nicholas,none,1,451,meteorologist_congruent_male,10,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Emily,craftsperson,Emily,none,1,228,craftsperson_neutral_female,11,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,craftsperson,Emily,none,1,156,craftsperson_neutral_female,11,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,craftsperson,Emily,none,1,244,craftsperson_neutral_female,11,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,craftsperson,craftsperson,Emily,critical,1,236,craftsperson_neutral_female,11,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,craftsperson,Emily,none,1,323,craftsperson_neutral_female,11,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Massachusetts.,craftsperson,Emily,none,1,261,craftsperson_neutral_female,11,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,craftsperson,Emily,none,1,425,craftsperson_neutral_female,11,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,craftsperson,Emily,none,1,391,craftsperson_neutral_female,11,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,dancing.,craftsperson,Emily,none,1,444,craftsperson_neutral_female,11,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Samantha,hero,Samantha,none,1,196,hero_neutral_female,12,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,hero,Samantha,none,1,244,hero_neutral_female,12,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,hero,Samantha,none,1,443,hero_neutral_female,12,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,hero,hero,Samantha,critical,1,445,hero_neutral_female,12,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,hero,Samantha,none,1,147,hero_neutral_female,12,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,New Mexico.,hero,Samantha,none,1,357,hero_neutral_female,12,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,hero,Samantha,none,1,548,hero_neutral_female,12,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,hero,Samantha,none,1,492,hero_neutral_female,12,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,walking.,hero,Samantha,none,1,412,hero_neutral_female,12,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Alyssa,businessperson,Alyssa,none,1,396,businessperson_neutral_female,13,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,businessperson,Alyssa,none,1,420,businessperson_neutral_female,13,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,a,businessperson,Alyssa,none,1,211,businessperson_neutral_female,13,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,businessperson,businessperson,Alyssa,critical,1,244,businessperson_neutral_female,13,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,businessperson,Alyssa,none,1,1340,businessperson_neutral_female,13,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Rhode Island.,businessperson,Alyssa,none,1,596,businessperson_neutral_female,13,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,businessperson,Alyssa,none,1,293,businessperson_neutral_female,13,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,businessperson,Alyssa,none,1,244,businessperson_neutral_female,13,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,reading.,businessperson,Alyssa,none,1,481,businessperson_neutral_female,13,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Sarah,crewmember,Sarah,none,1,211,crewmember_congruent_female,14,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,is,crewmember,Sarah,none,1,220,crewmember_congruent_female,14,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,a,crewmember,Sarah,none,1,140,crewmember_congruent_female,14,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,crewwoman,crewmember,Sarah,critical,1,285,crewmember_congruent_female,14,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,from,crewmember,Sarah,none,1,491,crewmember_congruent_female,14,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Wisconsin.,crewmember,Sarah,none,1,269,crewmember_congruent_female,14,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,She,crewmember,Sarah,none,1,244,crewmember_congruent_female,14,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,likes,crewmember,Sarah,none,1,228,crewmember_congruent_female,14,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,drawing.,crewmember,Sarah,none,1,235,crewmember_congruent_female,14,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Hannah,camera operator,Hannah,none,1,188,camera operator_congruent_female,15,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,is,camera operator,Hannah,none,1,237,camera operator_congruent_female,15,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,a,camera operator,Hannah,none,1,213,camera operator_congruent_female,15,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,camerawoman,camera operator,Hannah,critical,1,132,camera operator_congruent_female,15,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,from,camera operator,Hannah,none,1,314,camera operator_congruent_female,15,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Texas.,camera operator,Hannah,none,1,244,camera operator_congruent_female,15,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,She,camera operator,Hannah,none,1,483,camera operator_congruent_female,15,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,likes,camera operator,Hannah,none,1,255,camera operator_congruent_female,15,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,camping.,camera operator,Hannah,none,1,443,camera operator_congruent_female,15,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Madison,anchor,Madison,none,1,187,anchor_congruent_female,16,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,is,anchor,Madison,none,1,286,anchor_congruent_female,16,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,an,anchor,Madison,none,1,196,anchor_congruent_female,16,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,anchorwoman,anchor,Madison,critical,1,1179,anchor_congruent_female,16,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,from,anchor,Madison,none,1,308,anchor_congruent_female,16,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Alaska.,anchor,Madison,none,1,427,anchor_congruent_female,16,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,She,anchor,Madison,none,1,339,anchor_congruent_female,16,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,likes,anchor,Madison,none,1,214,anchor_congruent_female,16,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,hiking.,anchor,Madison,none,1,452,anchor_congruent_female,16,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Christopher,police officer,Christopher,none,1,276,police officer_congruent_male,17,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,is,police officer,Christopher,none,1,332,police officer_congruent_male,17,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,a,police officer,Christopher,none,1,404,police officer_congruent_male,17,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,policeman,police officer,Christopher,critical,1,301,police officer_congruent_male,17,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,from,police officer,Christopher,none,1,554,police officer_congruent_male,17,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Michigan.,police officer,Christopher,none,1,317,police officer_congruent_male,17,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,He,police officer,Christopher,none,1,252,police officer_congruent_male,17,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,likes,police officer,Christopher,none,1,284,police officer_congruent_male,17,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,dancing.,police officer,Christopher,none,1,556,police officer_congruent_male,17,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Elizabeth,host,Elizabeth,none,1,292,host_congruent_female,18,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,is,host,Elizabeth,none,1,284,host_congruent_female,18,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,a,host,Elizabeth,none,1,332,host_congruent_female,18,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,hostess,host,Elizabeth,critical,1,307,host_congruent_female,18,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,from,host,Elizabeth,none,1,333,host_congruent_female,18,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,Iowa.,host,Elizabeth,none,1,172,host_congruent_female,18,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,She,host,Elizabeth,none,1,379,host_congruent_female,18,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,likes,host,Elizabeth,none,1,285,host_congruent_female,18,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_female,drawing.,host,Elizabeth,none,1,460,host_congruent_female,18,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,Lauren,heir,Lauren,none,1,491,heir_neutral_female,19,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,is,heir,Lauren,none,1,253,heir_neutral_female,19,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,an,heir,Lauren,none,1,300,heir_neutral_female,19,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,heir,heir,Lauren,critical,1,299,heir_neutral_female,19,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,from,heir,Lauren,none,1,202,heir_neutral_female,19,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,South Dakota.,heir,Lauren,none,1,269,heir_neutral_female,19,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,She,heir,Lauren,none,1,342,heir_neutral_female,19,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,likes,heir,Lauren,none,1,292,heir_neutral_female,19,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,neutral_female,studying.,heir,Lauren,none,1,402,heir_neutral_female,19,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,William,congressperson,William,none,1,267,congressperson_congruent_male,20,0,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,is,congressperson,William,none,1,213,congressperson_congruent_male,20,1,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,a,congressperson,William,none,1,228,congressperson_congruent_male,20,2,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,congressman,congressperson,William,critical,1,228,congressperson_congruent_male,20,3,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,from,congressperson,William,none,1,235,congressperson_congruent_male,20,4,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,Minnesota.,congressperson,William,none,1,253,congressperson_congruent_male,20,5,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,He,congressperson,William,none,1,244,congressperson_congruent_male,20,6,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,likes,congressperson,William,none,1,236,congressperson_congruent_male,20,7,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
125,all,congruent_male,cycling.,congressperson,William,none,1,476,congressperson_congruent_male,20,8,29,Yes,,4,2,Female,92,5,6,2,2,100,100,100,92,53,53,9,8,English,3,1,Safari,Mac,900,1440,3.2138333333333335,
